#        Clock      Arrival Time(s)  BaseStation Number
---     --------    ---------------   -------
100	12:03:10	190.089		13
101	12:03:10	190.130		7
102	12:03:10	190.277		3
103	12:03:12	192.463		10
104	12:03:16	196.410		14
105	12:03:17	197.361		10
106	12:03:22	202.856		19
107	12:03:23	203.778		20
108	12:03:24	204.722		16
109	12:03:27	207.798		13
110	12:03:27	207.903		15
111	12:03:30	210.845		16
112	12:03:30	210.894		12
113	12:03:32	212.177		6
114	12:03:32	212.297		11
115	12:03:33	213.286		3
116	12:03:33	213.378		14
117	12:03:34	214.592		3
118	12:03:34	214.625		5
119	12:03:36	216.208		6
120	12:03:41	221.036		1
121	12:03:43	223.320		11
122	12:03:44	224.108		2
123	12:03:46	226.262		1
124	12:03:48	228.880		11
125	12:03:50	230.613		1
126	12:03:51	231.224		3
127	12:03:51	231.846		1
128	12:03:53	233.516		18
129	12:03:54	234.344		19
130	12:03:54	234.963		17
131	12:03:58	238.410		11
132	12:04:01	241.018		13
133	12:04:02	242.065		20
134	12:04:04	244.943		5
135	12:04:05	245.205		17
136	12:04:05	245.288		19
137	12:04:05	245.377		7
138	12:04:05	245.697		13
139	12:04:06	246.356		16
140	12:04:06	246.449		15
141	12:04:09	249.353		12
142	12:04:10	250.350		9
143	12:04:10	250.745		6
144	12:04:11	251.872		7
145	12:04:12	252.376		18
146	12:04:16	256.398		9
147	12:04:16	256.783		11
148	12:04:17	257.845		19
149	12:04:18	258.559		7
150	12:04:19	259.538		13
151	12:04:21	261.257		10
152	12:04:25	265.343		7
153	12:04:26	266.321		7
154	12:04:27	267.184		19
155	12:04:27	267.205		16
156	12:04:28	268.278		9
157	12:04:28	268.953		11
158	12:04:29	269.366		4
159	12:04:33	273.000		3
160	12:04:35	275.052		2
161	12:04:40	280.103		3
162	12:04:41	281.469		10
163	12:04:43	283.801		6
164	12:04:44	284.129		11
165	12:04:45	285.005		4
166	12:04:46	286.550		2
167	12:04:49	289.314		7
168	12:04:50	290.385		4
169	12:04:53	293.110		8
170	12:04:55	295.788		7
171	12:04:57	297.862		12
172	12:05:02	302.782		20
173	12:05:07	307.155		15
174	12:05:12	312.344		7
175	12:05:13	313.714		10
176	12:05:15	315.073		5
177	12:05:17	317.622		6
178	12:05:20	320.061		2
179	12:05:22	322.641		10
180	12:05:23	323.164		3
181	12:05:25	325.992		12
182	12:05:26	326.629		12
183	12:05:29	329.275		10
184	12:05:29	329.354		12
185	12:05:34	334.650		17
186	12:05:35	335.740		7
187	12:05:36	336.936		8
188	12:05:37	337.822		20
189	12:05:44	344.811		20
190	12:05:49	349.025		3
191	12:05:51	351.495		19
192	12:06:02	362.782		6
193	12:06:03	363.863		5
194	12:06:04	364.129		7
195	12:06:11	371.130		11
196	12:06:13	373.025		19
197	12:06:13	373.044		11
198	12:06:18	378.218		2
199	12:06:23	383.612		7
200	12:06:24	384.012		9
